mean_fit_time	mean_score_time	mean_test_accuracy	mean_test_precision	mean_test_recall	model	param_C	param_bootstrap	param_fit_intercept	param_gamma	param_kernel	param_l1_ratio	param_max_depth	param_max_features	param_min_samples_leaf	param_min_samples_split	param_multi_class	param_n_estimators	param_n_neighbors	param_p	param_penalty	param_solver	param_tol	param_weights	params	rank_test_accuracy	rank_test_precision	rank_test_recall	split0_test_accuracy	split0_test_precision	split0_test_recall	split1_test_accuracy	split1_test_precision	split1_test_recall	split2_test_accuracy	split2_test_precision	split2_test_recall	split3_test_accuracy	split3_test_precision	split3_test_recall	split4_test_accuracy	split4_test_precision	split4_test_recall	std_fit_time	std_score_time	std_test_accuracy	std_test_precision	std_test_recall
28.979402256011962	3228.16584649086	0.5880606595522747	0.5880606595522747	0.5880606595522747	KNeighbors													2	1				uniform	{'weights': 'uniform', 'p': 1, 'n_neighbors': 2}	15	15	15	0.4411529223378703	0.4411529223378703	0.4411529223378703	0.6434294871794872	0.6434294871794872	0.6434294871794872	0.609707180104292	0.609707180104292	0.609707180104292	0.6295701084773001	0.6295701084773001	0.6295701084773001	0.6168073984720547	0.6168073984720547	0.6168073984720547	2.640244017173713	166.8988564433369	0.07444761730628513	0.07444761730628513	0.07444761730628513
27.073560094833375	3207.9090115070344	0.5631067961165048	0.5631067961165048	0.5631067961165048	KNeighbors													2	1				distance	{'weights': 'distance', 'p': 1, 'n_neighbors': 2}	18	18	18	0.3710968775020016	0.3710968775020016	0.3710968775020016	0.6125801282051282	0.6125801282051282	0.6125801282051282	0.6133172884075411	0.6133172884075411	0.6133172884075411	0.6239453595821615	0.6239453595821615	0.6239453595821615	0.5950944913550462	0.5950944913550462	0.5950944913550462	3.361377634941678	151.72817197183423	0.09657849240001572	0.09657849240001572	0.09657849240001572
26.401023626327515	3126.8453591823577	0.7675519537831983	0.7675519537831983	0.7675519537831983	KNeighbors													2	2				uniform	{'weights': 'uniform', 'p': 2, 'n_neighbors': 2}	7	7	7	0.4119295436349079	0.4119295436349079	0.4119295436349079	0.8012820512820513	0.8012820512820513	0.8012820512820513	0.851985559566787	0.851985559566787	0.851985559566787	0.8967456809963841	0.8967456809963841	0.8967456809963841	0.8769601930036188	0.8769601930036188	0.8769601930036188	2.1467665406054866	321.8477246882638	0.18089826472572137	0.18089826472572137	0.18089826472572137
28.83382430076599	3136.733060455322	0.7575222659070849	0.7575222659070849	0.7575222659070849	KNeighbors													2	2				distance	{'weights': 'distance', 'p': 2, 'n_neighbors': 2}	10	10	10	0.3506805444355484	0.3506805444355484	0.3506805444355484	0.7808493589743589	0.7808493589743589	0.7808493589743589	0.8644203770557561	0.8644203770557561	0.8644203770557561	0.9059863398955403	0.9059863398955403	0.9059863398955403	0.8870124648170487	0.8870124648170487	0.8870124648170487	0.7957350881065588	334.9785760275382	0.20813096569272937	0.20813096569272937	0.20813096569272937
26.15534563064575	3223.5216315746306	0.5683222338120838	0.5683222338120838	0.5683222338120838	KNeighbors													5	1				uniform	{'weights': 'uniform', 'p': 1, 'n_neighbors': 5}	16	16	16	0.4379503602882306	0.4379503602882306	0.4379503602882306	0.6318108974358975	0.6318108974358975	0.6318108974358975	0.5856397914159647	0.5856397914159647	0.5856397914159647	0.5982322217758136	0.5982322217758136	0.5982322217758136	0.5882589465219139	0.5882589465219139	0.5882589465219139	3.297515999413829	137.52388264895848	0.06731982903776397	0.06731982903776397	0.06731982903776397
26.14121046066284	3222.5165818691253	0.5657546337157988	0.5657546337157988	0.5657546337157988	KNeighbors													5	1				distance	{'weights': 'distance', 'p': 1, 'n_neighbors': 5}	17	17	17	0.4247397918334668	0.4247397918334668	0.4247397918334668	0.6298076923076923	0.6298076923076923	0.6298076923076923	0.5880465302847975	0.5880465302847975	0.5880465302847975	0.5982322217758136	0.5982322217758136	0.5982322217758136	0.5882589465219139	0.5882589465219139	0.5882589465219139	2.0302796532175713	140.70335599675175	0.07223882727636978	0.07223882727636978	0.07223882727636978
26.699508094787596	3131.8765996932984	0.7701195538794833	0.7701195538794833	0.7701195538794833	KNeighbors													5	2				uniform	{'weights': 'uniform', 'p': 2, 'n_neighbors': 5}	2	2	2	0.40712570056044833	0.40712570056044833	0.40712570056044833	0.8129006410256411	0.8129006410256411	0.8129006410256411	0.8547934215804252	0.8547934215804252	0.8547934215804252	0.8979509843310567	0.8979509843310567	0.8979509843310567	0.8789706473663048	0.8789706473663048	0.8789706473663048	4.60454782429553	277.51863965608874	0.18395257057632258	0.18395257057632258	0.18395257057632258
29.42305655479431	3131.3199352264405	0.7693171788493942	0.7693171788493942	0.7693171788493942	KNeighbors													5	2				distance	{'weights': 'distance', 'p': 2, 'n_neighbors': 5}	3	3	3	0.40072057646116893	0.40072057646116893	0.40072057646116893	0.8100961538461539	0.8100961538461539	0.8100961538461539	0.8580024067388689	0.8580024067388689	0.8580024067388689	0.8991562876657292	0.8991562876657292	0.8991562876657292	0.8797748291113792	0.8797748291113792	0.8797748291113792	1.1761091829638994	290.3692568355319	0.1869206484857838	0.1869206484857838	0.1869206484857838
39.88981900215149	3226.0006952285767	0.5618229960683624	0.5618229960683624	0.5618229960683624	KNeighbors													10	1				uniform	{'weights': 'uniform', 'p': 1, 'n_neighbors': 10}	19	19	19	0.46397117694155326	0.46397117694155326	0.46397117694155326	0.6314102564102564	0.6314102564102564	0.6314102564102564	0.5687926193341356	0.5687926193341356	0.5687926193341356	0.5725190839694656	0.5725190839694656	0.5725190839694656	0.5725774024929634	0.5725774024929634	0.5725774024929634	8.203535478132265	125.05628926653898	0.054264050312676254	0.054264050312676254	0.054264050312676254
29.725987052917482	3213.0384435653687	0.5611008585412822	0.5611008585412822	0.5611008585412822	KNeighbors													10	1				distance	{'weights': 'distance', 'p': 1, 'n_neighbors': 10}	20	20	20	0.45476381104883906	0.45476381104883906	0.45476381104883906	0.6286057692307693	0.6286057692307693	0.6286057692307693	0.5728038507821901	0.5728038507821901	0.5728038507821901	0.5769385295299317	0.5769385295299317	0.5769385295299317	0.5725774024929634	0.5725774024929634	0.5725774024929634	8.07576322156737	109.79666045619503	0.057295828826423034	0.057295828826423034	0.057295828826423034
