mean_fit_time	mean_score_time	mean_test_accuracy	mean_test_precision	mean_test_recall	model	param_C	param_activation	param_bootstrap	param_fit_intercept	param_gamma	param_hidden_layer_sizes	param_kernel	param_l1_ratio	param_learning_rate	param_max_depth	param_max_features	param_max_iter_predict	param_min_samples_leaf	param_min_samples_split	param_multi_class	param_n_estimators	param_n_neighbors	param_n_restarts_optimizer	param_p	param_penalty	param_solver	param_tol	param_warm_start	param_weights	params	rank_test_accuracy	rank_test_precision	rank_test_recall	split0_test_accuracy	split0_test_precision	split0_test_recall	split1_test_accuracy	split1_test_precision	split1_test_recall	split2_test_accuracy	split2_test_precision	split2_test_recall	split3_test_accuracy	split3_test_precision	split3_test_recall	split4_test_accuracy	split4_test_precision	split4_test_recall	std_fit_time	std_score_time	std_test_accuracy	std_test_precision	std_test_recall
2.1924099922180176	1.6268183708190918	0.02368421052631579	0.02368421052631579	0.02368421052631579	GaussianProcess												500			one_vs_rest			1					False		{'warm_start': False, 'n_restarts_optimizer': 1, 'multi_class': 'one_vs_rest', 'max_iter_predict': 500}	26	26	26	0.02531645569620253	0.02531645569620253	0.02531645569620253	0.02564102564102564	0.02564102564102564	0.02564102564102564	0.02631578947368421	0.02631578947368421	0.02631578947368421	0.02702702702702703	0.02702702702702703	0.02702702702702703	0.0136986301369863	0.0136986301369863	0.0136986301369863	0.019310789161993705	0.0837114203556633	0.0049047053337164795	0.0049047053337164795	0.0049047053337164795
0.8518949985504151	2.7330496311187744	0.039473684210526314	0.039473684210526314	0.039473684210526314	GaussianProcess												100			one_vs_one			1					False		{'warm_start': False, 'n_restarts_optimizer': 1, 'multi_class': 'one_vs_one', 'max_iter_predict': 100}	1	1	1	0.0379746835443038	0.0379746835443038	0.0379746835443038	0.038461538461538464	0.038461538461538464	0.038461538461538464	0.039473684210526314	0.039473684210526314	0.039473684210526314	0.04054054054054054	0.04054054054054054	0.04054054054054054	0.0410958904109589	0.0410958904109589	0.0410958904109589	0.02080352682035935	0.055987795681040745	0.0011851586011000258	0.0011851586011000258	0.0011851586011000258
0.864579725265503	2.6949185848236086	0.039473684210526314	0.039473684210526314	0.039473684210526314	GaussianProcess												200			one_vs_one			0					True		{'warm_start': True, 'n_restarts_optimizer': 0, 'multi_class': 'one_vs_one', 'max_iter_predict': 200}	1	1	1	0.0379746835443038	0.0379746835443038	0.0379746835443038	0.038461538461538464	0.038461538461538464	0.038461538461538464	0.039473684210526314	0.039473684210526314	0.039473684210526314	0.04054054054054054	0.04054054054054054	0.04054054054054054	0.0410958904109589	0.0410958904109589	0.0410958904109589	0.03582931456303243	0.07388203641619359	0.0011851586011000258	0.0011851586011000258	0.0011851586011000258
2.1371772289276123	1.5798296451568603	0.02368421052631579	0.02368421052631579	0.02368421052631579	GaussianProcess												100			one_vs_rest			2					False		{'warm_start': False, 'n_restarts_optimizer': 2, 'multi_class': 'one_vs_rest', 'max_iter_predict': 100}	26	26	26	0.02531645569620253	0.02531645569620253	0.02531645569620253	0.02564102564102564	0.02564102564102564	0.02564102564102564	0.02631578947368421	0.02631578947368421	0.02631578947368421	0.02702702702702703	0.02702702702702703	0.02702702702702703	0.0136986301369863	0.0136986301369863	0.0136986301369863	0.05606916781023325	0.06778920566277985	0.0049047053337164795	0.0049047053337164795	0.0049047053337164795
2.0932305812835694	1.5544625759124755	0.02368421052631579	0.02368421052631579	0.02368421052631579	GaussianProcess												100			one_vs_rest			2					True		{'warm_start': True, 'n_restarts_optimizer': 2, 'multi_class': 'one_vs_rest', 'max_iter_predict': 100}	26	26	26	0.02531645569620253	0.02531645569620253	0.02531645569620253	0.02564102564102564	0.02564102564102564	0.02564102564102564	0.02631578947368421	0.02631578947368421	0.02631578947368421	0.02702702702702703	0.02702702702702703	0.02702702702702703	0.0136986301369863	0.0136986301369863	0.0136986301369863	0.01740665637605966	0.03951646613693426	0.0049047053337164795	0.0049047053337164795	0.0049047053337164795
0.8903697967529297	2.6952625274658204	0.039473684210526314	0.039473684210526314	0.039473684210526314	GaussianProcess												50			one_vs_one			10					False		{'warm_start': False, 'n_restarts_optimizer': 10, 'multi_class': 'one_vs_one', 'max_iter_predict': 50}	1	1	1	0.0379746835443038	0.0379746835443038	0.0379746835443038	0.038461538461538464	0.038461538461538464	0.038461538461538464	0.039473684210526314	0.039473684210526314	0.039473684210526314	0.04054054054054054	0.04054054054054054	0.04054054054054054	0.0410958904109589	0.0410958904109589	0.0410958904109589	0.018919786453498098	0.01823821223253408	0.0011851586011000258	0.0011851586011000258	0.0011851586011000258
2.1096518993377686	1.5764505386352539	0.02368421052631579	0.02368421052631579	0.02368421052631579	GaussianProcess												50			one_vs_rest			1					True		{'warm_start': True, 'n_restarts_optimizer': 1, 'multi_class': 'one_vs_rest', 'max_iter_predict': 50}	26	26	26	0.02531645569620253	0.02531645569620253	0.02531645569620253	0.02564102564102564	0.02564102564102564	0.02564102564102564	0.02631578947368421	0.02631578947368421	0.02631578947368421	0.02702702702702703	0.02702702702702703	0.02702702702702703	0.0136986301369863	0.0136986301369863	0.0136986301369863	0.044708803354124374	0.04657591830886724	0.0049047053337164795	0.0049047053337164795	0.0049047053337164795
2.138871669769287	1.5856348037719727	0.02368421052631579	0.02368421052631579	0.02368421052631579	GaussianProcess												500			one_vs_rest			0					True		{'warm_start': True, 'n_restarts_optimizer': 0, 'multi_class': 'one_vs_rest', 'max_iter_predict': 500}	26	26	26	0.02531645569620253	0.02531645569620253	0.02531645569620253	0.02564102564102564	0.02564102564102564	0.02564102564102564	0.02631578947368421	0.02631578947368421	0.02631578947368421	0.02702702702702703	0.02702702702702703	0.02702702702702703	0.0136986301369863	0.0136986301369863	0.0136986301369863	0.037814656445234004	0.04372283384551571	0.0049047053337164795	0.0049047053337164795	0.0049047053337164795
0.8360991477966309	2.6907082080841063	0.039473684210526314	0.039473684210526314	0.039473684210526314	GaussianProcess												20			one_vs_one			0					True		{'warm_start': True, 'n_restarts_optimizer': 0, 'multi_class': 'one_vs_one', 'max_iter_predict': 20}	1	1	1	0.0379746835443038	0.0379746835443038	0.0379746835443038	0.038461538461538464	0.038461538461538464	0.038461538461538464	0.039473684210526314	0.039473684210526314	0.039473684210526314	0.04054054054054054	0.04054054054054054	0.04054054054054054	0.0410958904109589	0.0410958904109589	0.0410958904109589	0.022783527994656102	0.0818253805185423	0.0011851586011000258	0.0011851586011000258	0.0011851586011000258
2.114033508300781	1.6295652389526367	0.02368421052631579	0.02368421052631579	0.02368421052631579	GaussianProcess												20			one_vs_rest			0					True		{'warm_start': True, 'n_restarts_optimizer': 0, 'multi_class': 'one_vs_rest', 'max_iter_predict': 20}	26	26	26	0.02531645569620253	0.02531645569620253	0.02531645569620253	0.02564102564102564	0.02564102564102564	0.02564102564102564	0.02631578947368421	0.02631578947368421	0.02631578947368421	0.02702702702702703	0.02702702702702703	0.02702702702702703	0.0136986301369863	0.0136986301369863	0.0136986301369863	0.045606391964462915	0.045618933058022615	0.0049047053337164795	0.0049047053337164795	0.0049047053337164795
