mean_fit_time	mean_score_time	mean_test_accuracy	mean_test_precision	mean_test_recall	model	param_C	param_activation	param_bootstrap	param_fit_intercept	param_gamma	param_hidden_layer_sizes	param_kernel	param_l1_ratio	param_learning_rate	param_max_depth	param_max_features	param_max_iter_predict	param_min_samples_leaf	param_min_samples_split	param_multi_class	param_n_estimators	param_n_neighbors	param_n_restarts_optimizer	param_p	param_penalty	param_solver	param_tol	param_warm_start	param_weights	params	rank_test_accuracy	rank_test_precision	rank_test_recall	split0_test_accuracy	split0_test_precision	split0_test_recall	split1_test_accuracy	split1_test_precision	split1_test_recall	split2_test_accuracy	split2_test_precision	split2_test_recall	split3_test_accuracy	split3_test_precision	split3_test_recall	split4_test_accuracy	split4_test_precision	split4_test_recall	std_fit_time	std_score_time	std_test_accuracy	std_test_precision	std_test_recall
2.6329987049102783	2.85475754737854	0.02631578947368421	0.02631578947368421	0.02631578947368421	GaussianProcess												500			one_vs_rest			1					False		{'warm_start': False, 'n_restarts_optimizer': 1, 'multi_class': 'one_vs_rest', 'max_iter_predict': 500}	26	26	26	0.02531645569620253	0.02531645569620253	0.02531645569620253	0.02564102564102564	0.02564102564102564	0.02564102564102564	0.02631578947368421	0.02631578947368421	0.02631578947368421	0.02702702702702703	0.02702702702702703	0.02702702702702703	0.0273972602739726	0.0273972602739726	0.0273972602739726	0.34774824966519086	0.6316455060999607	0.0007901057340666846	0.0007901057340666846	0.0007901057340666846
1.3819349765777589	3.0625117778778077	0.039473684210526314	0.039473684210526314	0.039473684210526314	GaussianProcess												100			one_vs_one			1					False		{'warm_start': False, 'n_restarts_optimizer': 1, 'multi_class': 'one_vs_one', 'max_iter_predict': 100}	1	1	1	0.0379746835443038	0.0379746835443038	0.0379746835443038	0.038461538461538464	0.038461538461538464	0.038461538461538464	0.039473684210526314	0.039473684210526314	0.039473684210526314	0.04054054054054054	0.04054054054054054	0.04054054054054054	0.0410958904109589	0.0410958904109589	0.0410958904109589	0.3520073104456103	0.07882981853437508	0.0011851586011000258	0.0011851586011000258	0.0011851586011000258
0.91892409324646	6.018373012542725	0.039473684210526314	0.039473684210526314	0.039473684210526314	GaussianProcess												200			one_vs_one			0					True		{'warm_start': True, 'n_restarts_optimizer': 0, 'multi_class': 'one_vs_one', 'max_iter_predict': 200}	1	1	1	0.0379746835443038	0.0379746835443038	0.0379746835443038	0.038461538461538464	0.038461538461538464	0.038461538461538464	0.039473684210526314	0.039473684210526314	0.039473684210526314	0.04054054054054054	0.04054054054054054	0.04054054054054054	0.0410958904109589	0.0410958904109589	0.0410958904109589	0.025923443648996236	2.276405686600288	0.0011851586011000258	0.0011851586011000258	0.0011851586011000258
3.216180658340454	2.347831964492798	0.02631578947368421	0.02631578947368421	0.02631578947368421	GaussianProcess												100			one_vs_rest			2					False		{'warm_start': False, 'n_restarts_optimizer': 2, 'multi_class': 'one_vs_rest', 'max_iter_predict': 100}	26	26	26	0.02531645569620253	0.02531645569620253	0.02531645569620253	0.02564102564102564	0.02564102564102564	0.02564102564102564	0.02631578947368421	0.02631578947368421	0.02631578947368421	0.02702702702702703	0.02702702702702703	0.02702702702702703	0.0273972602739726	0.0273972602739726	0.0273972602739726	1.143484786216403	0.6206919920077012	0.0007901057340666846	0.0007901057340666846	0.0007901057340666846
2.3732136249542237	1.6973177909851074	0.02631578947368421	0.02631578947368421	0.02631578947368421	GaussianProcess												100			one_vs_rest			2					True		{'warm_start': True, 'n_restarts_optimizer': 2, 'multi_class': 'one_vs_rest', 'max_iter_predict': 100}	26	26	26	0.02531645569620253	0.02531645569620253	0.02531645569620253	0.02564102564102564	0.02564102564102564	0.02564102564102564	0.02631578947368421	0.02631578947368421	0.02631578947368421	0.02702702702702703	0.02702702702702703	0.02702702702702703	0.0273972602739726	0.0273972602739726	0.0273972602739726	0.022657439841230437	0.04533225651247212	0.0007901057340666846	0.0007901057340666846	0.0007901057340666846
0.9926012516021728	3.005184555053711	0.039473684210526314	0.039473684210526314	0.039473684210526314	GaussianProcess												50			one_vs_one			10					False		{'warm_start': False, 'n_restarts_optimizer': 10, 'multi_class': 'one_vs_one', 'max_iter_predict': 50}	1	1	1	0.0379746835443038	0.0379746835443038	0.0379746835443038	0.038461538461538464	0.038461538461538464	0.038461538461538464	0.039473684210526314	0.039473684210526314	0.039473684210526314	0.04054054054054054	0.04054054054054054	0.04054054054054054	0.0410958904109589	0.0410958904109589	0.0410958904109589	0.028494982097041523	0.06506790099607083	0.0011851586011000258	0.0011851586011000258	0.0011851586011000258
2.455370569229126	1.9601609230041503	0.02631578947368421	0.02631578947368421	0.02631578947368421	GaussianProcess												50			one_vs_rest			1					True		{'warm_start': True, 'n_restarts_optimizer': 1, 'multi_class': 'one_vs_rest', 'max_iter_predict': 50}	26	26	26	0.02531645569620253	0.02531645569620253	0.02531645569620253	0.02564102564102564	0.02564102564102564	0.02564102564102564	0.02631578947368421	0.02631578947368421	0.02631578947368421	0.02702702702702703	0.02702702702702703	0.02702702702702703	0.0273972602739726	0.0273972602739726	0.0273972602739726	0.10650280358778828	0.10314747396237775	0.0007901057340666846	0.0007901057340666846	0.0007901057340666846
2.391482973098755	1.7284762382507324	0.02631578947368421	0.02631578947368421	0.02631578947368421	GaussianProcess												500			one_vs_rest			0					True		{'warm_start': True, 'n_restarts_optimizer': 0, 'multi_class': 'one_vs_rest', 'max_iter_predict': 500}	26	26	26	0.02531645569620253	0.02531645569620253	0.02531645569620253	0.02564102564102564	0.02564102564102564	0.02564102564102564	0.02631578947368421	0.02631578947368421	0.02631578947368421	0.02702702702702703	0.02702702702702703	0.02702702702702703	0.0273972602739726	0.0273972602739726	0.0273972602739726	0.07509013525333666	0.18237072850759636	0.0007901057340666846	0.0007901057340666846	0.0007901057340666846
0.9843348503112793	3.128914785385132	0.039473684210526314	0.039473684210526314	0.039473684210526314	GaussianProcess												20			one_vs_one			0					True		{'warm_start': True, 'n_restarts_optimizer': 0, 'multi_class': 'one_vs_one', 'max_iter_predict': 20}	1	1	1	0.0379746835443038	0.0379746835443038	0.0379746835443038	0.038461538461538464	0.038461538461538464	0.038461538461538464	0.039473684210526314	0.039473684210526314	0.039473684210526314	0.04054054054054054	0.04054054054054054	0.04054054054054054	0.0410958904109589	0.0410958904109589	0.0410958904109589	0.03606583651690352	0.07827835211624203	0.0011851586011000258	0.0011851586011000258	0.0011851586011000258
2.344435977935791	1.821682834625244	0.02631578947368421	0.02631578947368421	0.02631578947368421	GaussianProcess												20			one_vs_rest			0					True		{'warm_start': True, 'n_restarts_optimizer': 0, 'multi_class': 'one_vs_rest', 'max_iter_predict': 20}	26	26	26	0.02531645569620253	0.02531645569620253	0.02531645569620253	0.02564102564102564	0.02564102564102564	0.02564102564102564	0.02631578947368421	0.02631578947368421	0.02631578947368421	0.02702702702702703	0.02702702702702703	0.02702702702702703	0.0273972602739726	0.0273972602739726	0.0273972602739726	0.03252937395361419	0.05391047834783072	0.0007901057340666846	0.0007901057340666846	0.0007901057340666846
